,start_text,start_index,end_text,end_index,text,timestamp,start,end
63,Doamna Alina-Ștefania Gorghiu:,65703,Doamna Diana Iovanovici-Șoșoacă:,65981, multumesc domnului senator in cadrul dezbaterilor generale mai exista solicitari inscrieri doamna senator sosoaca si ma iertati ca i am dat cuvantul prima in mod normal grupurile trebuiau epuizate dar nu v am vazut cu mana ridicata ,"(269.52, 2262.52)",269.52,2262.52
64,Doamna Diana Iovanovici-Șoșoacă:,65981,Doamna Alina-Ștefania Gorghiu:,66635, multumesc o sa dureze putin usr ul aveti atatea initiative numai pentru ucraineni ma intreb pentru romanii care vin din afara granitelor tarii ce proiecte aveti ne pasa numai de straini de ai nostri nu si ma uitam vreti sa faceti infractiune da daca cumva vine vreun pic de petrol gaz sau nu stiu de unde de la rusi pai intrebati i si pe nemti poate vreti sa i bagati si pe ei in puscarie poate vreti sa i bagati in puscarie si pe etnicii rusi din romania dumneavoastra realizati ca omv ul are treizeci aport rusesc eu zic sa desfiintam si omv ul si sa ne reluam petromul cu asta sunt de acord ,"(269.52, 2262.52)",269.52,2262.52
65,Doamna Alina-Ștefania Gorghiu:,66635,Domnul Ștefan Pălărie:,66735, domnule palarie aveti cuvantul domnule senator palarie va rog ,"(30.0, 2336.52)",30.0,2336.52
66,Domnul Ștefan Pălărie:,66735,Doamna Alina-Ștefania Gorghiu:,69431, multumesc doamna presedinte de sedinta o sa profit de ocazie sa raspund si la intrebarea adresata anterior nu mai devreme de saptamana aceasta in cadrul comisiei de munca am purtat o dezbatere aprinsa pe o initiativa referitoare la crearea unor grupe speciale pentru copiii diasporenilor romani care se reintorc in romania si care au dreptul sa se acomodeze cu limba si cultura romana mai ales daca s au nascut in strainatate sau au petrecut foarte mult timp in afara granitelor deci propuneri pentru romani in general dar si pentru romanii din strainatate usr are si va avea in continuare acum referitor la aceasta initiativa asa cum a spus si colegul initiator ar fi trebuit sa declanseze o conversatie o discutie si o dezbatere daca maine federatia rusa decide unilateral sa tripleze preturile la gaze o va face cu impact ravasitor asupra intregii europe inclusiv asupra noastra si in felul acesta alimentandu si in continuare masinaria de razboi care astazi macina vietile ucrainenilor noi in situatia aceasta suntem apoi domnul coleg de la pnl spunea ca e nevoie de mai mult calm de mai multa rabdare uitati va ce se intampla cu piata facturilor la energie la gaz in general cu acest calm si rabdare aveti dumneavoastra un ministru acolo de foarte multa vreme pentru care usr se pregateste sa depuna inca o data o motiune simpla pentru ca nu stau lucrurile bine chiar daca sunt cu calm si cu rabdare si asta este realitatea romanii o stiu in al treilea rand este absolut inadmisibil ca discutam despre un raport de respingere a acestei initiative care este corelata cu o directiva europeana de a stopa importurile de produse petroliere din federatia rusa catre toate statele membre noi discutam asta cand avem in paralel inca nici nu este clar cat de legitim este plenul senatului sedinta plenului de astazi in paralel cu teoretic plenul reunit avem in continuare pe parlamentarii pnl si psd care vor vota cu omul gazprom iulian iancu in agentia nationala de reglementare a energiei din romania cand ma uit la colegi sau vorbesc cu ei pe coridor lasa privirea in jos si spun ca le e rusine noi respingem o lege care ar fi trebuit sa creeze o solidaritate pentru cei care sunt afectati de razboiul din ucraina in schimb punem omul gazprom in fruntea uneia dintre cele mai importante agentii nationale vom vota in mod evident impotriva raportului de respingere si gasim absolut ca fiind penibile argumentele de a nu avea aceasta dezbatere reala pentru politica energetica a romaniei pe viitor multumesc ,"(267.52, 269.52)",267.52,269.52
67,Doamna Alina-Ștefania Gorghiu:,69431,Domnul Ionuț Neagu:,69540, multumesc il invit pe domnul senator din partea grupului aur la cuvant ,"(1226.52, 1226.52)",1226.52,1226.52
68,Domnul Ionuț Neagu:,69540,Doamna Alina-Ștefania Gorghiu:,70474, multumesc doamna presedinta o sa vreau sa iau cuvantul pe marginea legii si pe procedura dupa aceasta da am fost prezent la dezbaterea legii in comisia de energie din pacate colegii de la usr nu au venit nici cu un plan care sa detalieze ce se intampla in momentul in care noi ca tara oprim importurile din rusia suntem de acord cu acest lucru sa facem acest lucru dar sa facem acest lucru asigurandu ne ca romanii nu vor suferi ca nu ne vom afla intr o situatie similara liberalizarii pietei de energie si pe procedura doamna presedinta va rog frumos sa mentionati in procesul verbal sedinta comuna de la camera deputatilor si senat s a inchis la doisprezece treizeci si noua va rog ca secretarul senatului sa constate viciul de procedura asupra dezbaterilor pana la punctul acesta toate punctele care s au discutat sunt susceptibile de a fi contestate la curtea constitutionala multumesc ,"(269.52, 2262.52)",269.52,2262.52
69,Doamna Alina-Ștefania Gorghiu:,70474,Domnul Adrian Streinu Cercel:,71071, multumesc domnule senator daca din partea celorlalte grupuri parlamentare mai exista inscrieri la cuvant daca nu multumesc proiectul ramane la vot final punctul opt propunerea legislativa privind etichetarea nutritionala voluntara nutri score raportul comisiei pentru sanatate este de respingere a propunerii propunerea face parte din categoria legilor ordinare se adopta cu votul majoritatii senatorilor prezenti senatul e prima camera sesizata domnule presedinte streinu cercel aveti cuvantul microfonul cinci va rog staff ul ,"(267.52, 1438.52)",267.52,1438.52
70,Domnul Adrian Streinu Cercel:,71071,Doamna Alina-Ștefania Gorghiu:,72421, multumesc doamna presedinta propunerea legislativa privind etichetarea nutritionala voluntara nutri score a primit de la consiliul economic si social aviz negativ pentru propunerea legislativa consiliul legislativ a avizat negativ propunerea legislativa comisia pentru comunitati si telecomunicatii informeaza aviz favorabil comisia economica industrii si servicii aviz negativ la dezbateri a participat in conformitate cu prevederile art saizeci si trei din regulamentul senatului republicat cu modificarile si completarile ulterioare din partea ministerului sanatatii secretarul de stat domnul mohanu aurel din partea confederatiei patronale concordia andreea zalomir si nadina pana in urma dezbaterilor din sedinta din sapte sase doua mii douazeci si doi membrii comisiei pentru sanatate au hotarat sa adopte cu majoritate de voturi un raport de respingere din mai multe considerente comisia pentru sanatate supune spre dezbatere si adoptare plenului senatului raportul de respingere si propunerea legislativa aceasta face parte din categoria legilor ordinare potrivit art saptezeci si cinci alin din regulamentul senatului republicat cu modificarile si completarile ulterioare senatul este prima camera sesizata va multumesc ,"(269.52, 2262.52)",269.52,2262.52
71,Doamna Alina-Ștefania Gorghiu:,72421,Domnul Eugen-Remus Negoi:,72623, multumesc domnule presedinte dezbateri generale deschise va invit la microfon domnule senator din partea grupului usr aveti cuvantul domnul negoi eugen remus ,"(267.52, 1438.52)",267.52,1438.52
72,Domnul Eugen-Remus Negoi:,72623,Doamna Alina-Ștefania Gorghiu:,74959, multumesc doamna presedinta propunerea legislativa privind etichetarea nutritionala voluntara nutri score trei miliarde de oameni au o alimentatie inadecvata conform statisticilor riscul nutritional este cel mai mare risc la adresa sanatatii publice dupa riscul infectios prin care tocmai am trecut alimentatia defectuoasa este responsabila de boli cardiovasculare cancere sau obezitate adeseori categoriile vulnerabile din punct de vedere social sau financiar sunt cele mai afectate de riscul nutritional atat la adulti cat si la copii romania in particular europa in general au nevoie de un nou sistem de etichetare nutritionala un sistem vizual bazat pe structura cromatica usor de interpretat un sistem care sa informeze direct si in mod accesibil consumatorul indiferent de nivelul de educatie asupra calitatii nutritionale a alimentelor pe care le cumpara un astfel de sistem nutri score a fost implementat subliniez pe baza voluntara asa cum si initiativa noastra spune in spania in belgia in franta in germania in olanda sau in luxemburg se bazeaza pe semaforizarea cromatica a alimentelor in functie de continutul de fibre alimentare de fructe legume sau proteine ca scor pozitiv cu culoare verde si pe continutul de grasimi saturate sare sau zahar ca scor negativ ca semafor rosu scorul final obtinut asociaza produsului o anumita culoare de la verde inchis asa cum spuneam produsele care aduc beneficii sanatatii la rosu produsele care impacteaza negativ sanatatea consumatorului actualul sistem pe care l stim cu totii de etichetare nutritionala mai degraba dezinformeaza sau informeaza spre zero prin diluarea informatiilor intr o succesiune densa de cifre si denumiri la care nu se uita aproape nimeni si asta o stim cu totii unul dintre obiectivele proiectului este ca romania sa implementeze pe baza voluntara initial acest sistem nutri score la fel ca tarile pe care le am mentionat din europa ulterior insa vom sustine si demersul de schimbare si adoptare a directivei europene de etichetare si introducere obligatorie a acestei semaforizari alimentare asa cum ne dorim cu totii grupul senatorilor usr va vota impotriva raportului de respingere si pentru lege va multumesc ,"(269.52, 2262.52)",269.52,2262.52
73,Doamna Alina-Ștefania Gorghiu:,74959,Domnul Florian-Dorel Bodog:,75089, multumesc domnule senator din partea grupului psd invit la microfon pe domnul senator bodog ,"(1226.52, 1226.52)",1226.52,1226.52
74,Domnul Florian-Dorel Bodog:,75089,Doamna Alina-Ștefania Gorghiu:,75700, multumesc doamna presedinte de sedinta initiativa legislativa asa cum a fost formulata si cum a fost prezentata in fata comisiei pentru sanatate nu rezolva niciuna dintre problemele invocate in preambul acesta este si motivul din contra aduce foarte multe modificari in ceea ce priveste etichetarea modificari care sunt absolut imposibil de pus in practica de altfel nu opreste nimeni producatorii sa faca aceasta etichetare suplimentara daca si o doresc acesta este motivul pentru care in comisia de sanatate noi am propus si am adoptat aviz negativ multumesc ,"(267.52, 269.52)",267.52,269.52
75,Doamna Alina-Ștefania Gorghiu:,75700,Domnul Ionuț Neagu:,75907, va multumesc constat ca nu mai sunt domnul senator negoi va rog sa veniti la microfonul central dar sa va ganditi ca luati cuvantul ca sa nu va ratez doamne fereste ,"(1226.52, 1226.52)",1226.52,1226.52
76,Domnul Ionuț Neagu:,75907,Doamna Alina-Ștefania Gorghiu:,76413, multumesc doamna presedinta de sedinta in primul rand nu stiu pentru mine legea aceasta mi se pare un nonsens daca nu este obligatorie etichetarea la ce o mai impunem da vreti initial sa ne obisnuim cu ideea dupa care sa obligam populatia de fapt producatorii o sa fie niste costuri in spatele acestei etichetari pentru ca vor fi necesare niste analize iarasi ma intreb cine o sa suporte costurile stim foarte bine cine populatia romaniei multumesc ,"(1226.52, 1226.52)",1226.52,1226.52
77,Doamna Alina-Ștefania Gorghiu:,76413,Domnul Adrian Streinu Cercel:,77521, multumesc constat inchise mai vreti sa luati cuvantul multumesc declar dezbaterile inchise propunerea legislativa ramane la vot final punctul noua al ordinii de zi propunerea legislativa pentru completarea legii nr nouazeci si cinci doua mii sase privind reforma in domeniul sanatatii republicata in monitorul oficial al romaniei nr sase sute cincizeci si doi din data de douazeci si opt august doua mii cincisprezece cu modificarile si completarile ulterioare si pentru modificarea ordonantei de urgenta a guvernului nr o suta paisprezece din douazeci si opt decembrie doua mii optsprezece privind instituirea unor masuri in domeniul investitiilor publice si a unor masuri fiscal bugetare modificarea si completarea unor acte normative si prorogarea unor termene publicata in monitorul oficial al romaniei partea i nr o mie o suta saisprezece din data de douazeci si noua decembrie doua mii optsprezece cu modificarile si completarile ulterioare raportul comisiei de sanatate este de respingere a propunerii legislative propunerea face parte din categoria legilor ordinare se adopta cu votul majoritatii senatorilor prezenti il rog pe domnul presedinte streinu cercel sa prezinte raportul comisiei ,"(267.52, 269.52)",267.52,269.52
78,Domnul Adrian Streinu Cercel:,77521,Doamna Alina-Ștefania Gorghiu:,78778, va multumesc doamna presedinta propunerea legislativa vizeaza completarea legii nr nouazeci si cinci cu un nou titlu prin care se doreste stabilirea unor finantari pentru unele cheltuieli din sanatate ca atare se propune reinstaurarea taxei pe viciu si indicarea obiectivelor de finantare din aceasta taxa consiliul legislativ si consiliul economic si social au avizat favorabil propunerea legislativa comisia pentru buget finante activitate bancara si piata de capital si comisia economica industrii si servicii au dat un aviz negativ propunerii legislative la sedinta au participat secretarul de stat aurel george mohanu din partea ministerului sanatatii si expertul superior cristian dinca de la ministerul finantelor publice ministerul sanatatii nu sustine propunerea legislativa in sedinta din sapte sase doua mii douazeci si doi membrii comisiei au hotarat cu majoritate de voturi sa adopte un raport de respingere comisia pentru sanatate supune spre dezbatere si adoptare plenului senatului raportul de respingere si propunerea legislativa in raport cu obiectul de reglementare aceasta lege face parte din categoria legilor ordinare senatul este prima camera sesizata va multumesc ,"(269.52, 2262.52)",269.52,2262.52
79,Doamna Alina-Ștefania Gorghiu:,78778,Domnul Eugen-Remus Negoi:,78956, multumesc frumos domnule presedinte declar deschise dezbaterile generale si pe acest proiect de lege domnule senator negoi aveti cuvantul ,"(267.52, 269.52)",267.52,269.52
80,Domnul Eugen-Remus Negoi:,78956,Doamna Alina-Ștefania Gorghiu:,81375, multumesc as vrea inainte de alocutiune sa fac o precizare este foarte curios de ce ministerul sanatatii nu sustine primirea de bani direct in conturile sale dar ne am obisnuit cu ciudateniile din ministerul sanatatii ce as vrea sa spun despre colectarea taxei de viciu direct la ministerul sanatatii cu o alocare de sub sase din pib la jumatatea mediei uniunii europene sistemul public de sanatate din romania este subfinantat iar rezultatele le stim cu totii infrastructura de sanatate este inadecvata cu cladiri vechi pe alocuri insalubre cu circuite improprii cu autorizatii de functionare temporare sau inexistente si cu planuri de conformare perpetue dotare precara sau personal insuficient materiale sanitare putine si de slaba calitate va spun asta si ca senator de constanta localitate unde nici dupa opt luni mai bine de opt luni de la tragedia provocata de incendiul din spitalul de boli infectioase din municipiul constanta acest spital inca nu a fost deschis toate programele nationale subprogramele actiunile prioritare sunt finantate fara predictibilitate de la an la an desi adreseaza probleme majore de sanatate publica prin ordonanta nr o suta paisprezece doua mii optsprezece taxa pe viciu nu mai ajunge in bugetul ministerului sanatatii ci in acel sac fara fund de fapt cu fund dublu al ministerului finantelor publice iar alocarile spre programele de sanatate sunt in permanenta concurenta cu alte prioritati bugetare multe dintre ele de un populism feroce prin aceasta propunere legislativa propunem revenirea la starea de fapt anterioara lui doua mii optsprezece adica anterioara oug nr o suta paisprezece privind constituirea taxei pentru sanatate ca venituri proprii ale ministerului sanatatii si indicarea obiectivelor de finantare din aceasta taxa colectarea taxei pe viciu direct in bugetul ministerului sanatatii permite o mai buna trasabilitatea a destinatiei fondurilor evitand pe viitor actiuni in instanta prin care contribuabilii solicita returnarea contributiilor virate la bugetul de stat instantele de judecata s au pronuntat deja prin sentinte civile pe spete similare in sensul restituirii sumelor motivand lipsa de trasabilitate a destinatiei fondurilor din toate aceste motive grupul senatorilor usr va vota impotriva raportului de respingere si pentru lege va multumesc ,"(269.52, 2262.52)",269.52,2262.52
81,Doamna Alina-Ștefania Gorghiu:,81375,Domnul Florian-Dorel Bodog:,81477, multumesc din partea grupului psd domnule bodog aveti cuvantul ,"(1226.52, 1226.52)",1226.52,1226.52
82,Domnul Florian-Dorel Bodog:,81477,Doamna Alina-Ștefania Gorghiu:,82104, voi face cateva precizari scurte in ceea ce priveste actul normativ actul normativ nu are absolut nicio noima nu poate fi aplicat in forma in care a fost prezentat comisiei pentru sanatate pe de o parte si daca vorbim despre ciudatenii legate de ministerul sanatatii eu i as invita pe colegii din grupul usr sa se uite la ciudatii care au fost la conducerea ministerului sanatatii si la initiativele si deciziile ciudate pe care le au luat in ceea ce priveste sanatatea romanilor si pe urma sa vorbeasca despre ciudatenii multumesc grupul psd va vota pentru raportul de respingere ,"(269.52, 2262.52)",269.52,2262.52
83,Doamna Alina-Ștefania Gorghiu:,82104,Domnul Ionuț Neagu:,83819, alte interventii la dezbateri generale nu mai exista proiectul va ramane la vot final dat fiind faptul ca decizia comitetului liderilor a fost ca programul de dezbateri generale sa fie pana la ora treisprezece zero va propun sa continuam lucrarile cu exprimarea votului final asupra initiativelor legislative dezbatute in sistem hibrid card de vot si tablete in conformitate cu hotararea comitetului liderilor grupurilor parlamentare potrivit prevederilor art o suta unsprezece din regulamentul senatului se vor supune unui singur vot raportul in intregime si initiativa legislativa de asemenea va reamintesc ca votul se exercita prin intermediul sistemului de vot electronic hibrid in timpul sedintei de vot electronic hibrid in cazul in care senatorul este inregistrat in aplicatie sau are cardul de vot introdus in consola dar nu apasa nicio tasta va figura absent la votul respectiv in situatia in care din eroare senatorul prezent in sala de plen exercita acelasi vot prin modalitati diferite de exprimare in mod automat se va inregistra si se va lua in considerare doar optiunea exprimata prin intermediul sistemului din sala de plen cardul de vot avand in vedere cele prezentate anterior cu privire la votul prin intermediul sistemului de vot electronic hibrid urmeaza sa derulam un vot test in acest sens va rog sa introduceti cardurile de vot in consola sau sa accesati aplicatia vot va reamintesc ca aveti la dispozitie treizeci de secunde pentru exercitarea votului va rog vot patruzeci si patru de voturi pentru unul impotriva douazeci si cinci de abtineri noua nu votez sunt obiectiuni interventii cu privire la sesiunea de vot test va rog domnule senator ,"(30.0, 2336.52)",30.0,2336.52
84,Domnul Ionuț Neagu:,83819,Doamna Alina-Ștefania Gorghiu:,84106, doamna presedinta avem un coleg care si a uitat cartela de vot acasa datile trecute colegii de la alte grupuri parlamentare au putut vota puteti va rog frumos sa ne explicati in baza carui articol nu i permiteti colegului sa si exprime votul multumesc ,"(269.52, 2262.52)",269.52,2262.52
